QALLP,Age,MDCP Social Marital Status,QALFP - 4 Digit Level,Labour Force Status,No children,1,2,3,4,5,6,7,8,Not applicible,Total
Bachelor,39,Married in a de facto marriage,Automotive Engineering and Technology,Unemployed,1,5,6,7,3,6,3,5,3,35,74
Bachelor,40,Married in a de facto marriage,Office Studies,Unemployed,2,9,7,3,8,4,3,5,1,38,80
Bachelor,41,Married in a de facto marriage,Electrical and Electronic Engineering and Technology,EmployedPT,2,2,6,7,5,3,1,1,10,33,70
Bachelor,42,Married in a de facto marriage,Performing Arts,EmployedPT,1,7,5,2,5,4,8,2,2,32,68
Bachelor,43,Married in a de facto marriage,Communication and Media Studies,EmployedAway,0,9,5,7,8,3,4,8,4,43,91
Bachelor,44,Married in a de facto marriage,Rehabilitation Therapies,EmployedFT,1,6,1,0,2,4,3,3,0,18,38
Bachelor,45,Married in a de facto marriage,Process and Resources Engineering,NILF,2,8,8,3,8,3,8,9,9,52,110
Bachelor,46,Married in a de facto marriage,Maritime Engineering and Technology,NILF,1,7,8,5,6,1,3,3,8,38,80
Bachelor,47,Married in a de facto marriage,Agriculture,EmployedPT,0,4,6,1,5,8,1,5,5,32,67
Bachelor,48,Married in a de facto marriage,Nursing,EmployedAway,1,9,5,8,4,2,5,1,9,40,84
Bachelor,49,Married in a de facto marriage,"Engineering and Related Technologies, nfd",EmployedFT,1,8,7,8,1,10,4,8,1,43,91
Bachelor,50,Married in a de facto marriage,Law,EmployedPT,1,3,5,5,4,6,7,6,8,41,86
Bachelor,51,Married in a de facto marriage,Radiography,Unemployed,1,9,7,3,4,0,4,3,7,34,72
Bachelor,52,Married in a de facto marriage,Radiography,EmployedFT,1,4,7,6,7,1,6,7,6,41,86
Bachelor,53,Married in a de facto marriage,Radiography,EmployedAway,1,8,7,3,0,2,4,1,8,31,65
Bachelor,54,Married in a de facto marriage,Communication and Media Studies,NILF,0,1,9,7,7,3,5,10,5,42,89
Bachelor,55,Married in a de facto marriage,Electrical and Electronic Engineering and Technology,NILF,1,4,6,2,8,2,4,3,9,35,74
Bachelor,56,Married in a de facto marriage,Civil Engineering,EmployedFT,0,2,6,0,2,3,4,5,9,28,59
Bachelor,57,Married in a de facto marriage,Computer Science,EmployedFT,1,7,5,5,3,2,8,3,8,38,80
Bachelor,58,Married in a de facto marriage,Curriculum and Education Studies,EmployedPT,1,7,7,7,2,9,9,3,0,41,86
Bachelor,59,Married in a de facto marriage,Optical Science,NILF,1,9,6,0,2,7,6,0,8,35,74
Bachelor,60,Married in a de facto marriage,Philosophy and Religious Studies,Unemployed,1,10,9,3,7,6,7,9,3,50,105
Bachelor,61,Married in a de facto marriage,Rehabilitation Therapies,EmployedFT,1,2,1,2,4,3,0,3,2,16,34
Bachelor,62,Married in a de facto marriage,Dental Studies,EmployedAway,1,7,0,10,6,3,10,8,2,42,89
Bachelor,63,Married in a de facto marriage,Nursing,Unemployed,0,6,3,5,7,3,4,0,6,31,65
Bachelor,64,Married in a de facto marriage,Teacher Education,EmployedAway,1,4,4,6,5,6,4,7,7,40,84
Bachelor,65,Married in a de facto marriage,Performing Arts,EmployedPT,0,1,7,9,4,0,6,9,1,33,70
Bachelor,66,Married in a de facto marriage,Chemical Sciences,EmployedPT,0,0,4,8,7,7,3,7,4,36,76
Bachelor,67,Married in a de facto marriage,Agriculture,EmployedAway,1,3,0,3,9,6,5,6,5,34,72
Bachelor,68,Married in a de facto marriage,Civil Engineering,NILF,1,6,2,2,0,1,8,6,5,28,59
Bachelor,69,Married in a de facto marriage,Biological Sciences,EmployedFT,0,0,4,10,6,9,3,8,4,40,84
Bachelor,70,Married in a de facto marriage,Tourism,Unemployed,1,10,4,9,0,5,7,5,8,44,93
Bachelor,71,Married in a de facto marriage,Pharmacy,EmployedPT,0,9,6,6,5,5,3,4,7,41,86
Bachelor,72,Married in a de facto marriage,Graphic and Design Studies,EmployedFT,0,8,2,7,6,10,5,3,7,43,91
Bachelor,73,Married in a de facto marriage,Earth Sciences,EmployedAway,0,4,1,4,6,10,7,3,8,39,82
Bachelor,74,Married in a de facto marriage,Radiography,EmployedPT,1,7,9,0,4,6,1,6,0,31,65
Bachelor,75,Married in a de facto marriage,Information Systems,EmployedFT,0,3,8,2,6,1,5,2,4,28,59
Bachelor,76,Married in a de facto marriage,Sales and Marketing,EmployedAway,1,4,8,8,3,4,5,1,8,38,80
Bachelor,77,Married in a de facto marriage,Sales and Marketing,NILF,1,6,7,10,2,1,9,2,9,42,89
Bachelor,78,Married in a de facto marriage,Automotive Engineering and Technology,EmployedAway,1,1,8,4,2,2,4,3,9,31,65
Bachelor,79,Married in a de facto marriage,Chemical Sciences,Unemployed,0,0,4,9,1,3,5,8,2,29,61
Bachelor,80,Married in a de facto marriage,"Education, nfd",Unemployed,1,8,0,4,4,4,9,4,9,39,82
Bachelor,81,Married in a de facto marriage,Aerospace Engineering and Technology,EmployedPT,0,5,9,7,7,3,4,3,5,39,82
Bachelor,82,Married in a de facto marriage,Chemical Sciences,EmployedFT,1,9,3,7,9,4,6,7,9,50,105
Bachelor,83,Married in a de facto marriage,Agriculture,NILF,1,3,4,5,3,7,6,5,8,38,80
Bachelor,84,Married in a de facto marriage,Communication and Media Studies,EmployedFT,0,7,7,2,7,6,7,9,8,48,101
Bachelor,85,Married in a de facto marriage,Other Health,NILF,0,9,7,4,6,7,3,8,3,42,89
Bachelor,86,Married in a de facto marriage,Maritime Engineering and Technology,EmployedPT,1,2,5,0,10,8,10,3,5,40,84
Bachelor,87,Married in a de facto marriage,Philosophy and Religious Studies,NILF,1,8,3,7,5,4,4,7,0,35,74
Bachelor,88,Married in a de facto marriage,Performing Arts,EmployedPT,1,7,8,7,7,5,8,6,4,48,101
Bachelor,89,Married in a de facto marriage,Not applicable,NILF,1,4,1,3,2,9,5,7,3,32,67
Bachelor,90,Married in a de facto marriage,"Engineering and Related Technologies, nfd",Unemployed,1,8,10,1,6,1,0,3,6,32,68
Bachelor,91,Married in a de facto marriage,Information Systems,EmployedPT,0,6,2,9,6,2,7,3,9,40,84
Bachelor,92,Married in a de facto marriage,Aerospace Engineering and Technology,EmployedAway,1,5,8,4,3,6,4,7,3,37,78
Bachelor,93,Married in a de facto marriage,Other Natural and Physical Sciences,EmployedAway,1,2,3,8,4,4,10,6,5,39,82
Bachelor,94,Married in a de facto marriage,Political Science and Policy Studies,EmployedAway,1,6,3,0,9,10,2,3,7,37,78
Bachelor,95,Married in a de facto marriage,Teacher Education,Unemployed,0,6,0,9,5,7,5,2,5,35,74
Bachelor,96,Married in a de facto marriage,Mathematical Sciences,NILF,0,6,4,3,2,6,2,9,3,32,67
Bachelor,97,Married in a de facto marriage,Manufacturing Engineering and Technology,EmployedAway,0,5,8,6,9,10,4,2,8,47,99
Bachelor,98,Married in a de facto marriage,"Banking, Finance and Related Fields",NILF,0,6,6,5,9,4,0,6,4,36,76
Bachelor,99,Married in a de facto marriage,Other Creative Arts,Unemployed,0,6,8,5,9,9,7,1,6,46,97
Bachelor,100,Married in a de facto marriage,Civil Engineering,EmployedAway,0,7,5,9,2,0,3,9,4,35,74
Bachelor,101,Married in a de facto marriage,Other Management and Commerce,EmployedFT,1,0,2,4,7,1,1,5,3,22,46
Bachelor,102,Married in a de facto marriage,Not applicable,EmployedFT,1,7,5,4,9,3,5,7,8,44,93
Bachelor,103,Married in a de facto marriage,Nursing,EmployedFT,0,8,7,4,0,3,9,1,7,35,74
Bachelor,104,Married in a de facto marriage,Dental Studies,NILF,0,10,4,4,5,3,6,7,2,37,78
Bachelor,105,Married in a de facto marriage,Law,NILF,0,9,4,4,2,3,7,2,8,35,74
Diploma,0,Married in a de facto marriage,Physics and Astronomy,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Diploma,1,Married in a de facto marriage,Tourism,NILF,0,0,0,0,0,0,0,0,0,0,0
Diploma,2,Married in a de facto marriage,Chemical Sciences,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Diploma,3,Married in a de facto marriage,"Engineering and Related Technologies, nfd",EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Diploma,4,Married in a de facto marriage,"Creative Arts, nfd",Unemployed,0,0,0,0,0,0,0,0,0,0,0
Diploma,5,Married in a de facto marriage,Other Engineering and Related Technologies,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Diploma,6,Married in a de facto marriage,Curriculum and Education Studies,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Diploma,7,Married in a de facto marriage,Earth Sciences,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Diploma,8,Married in a de facto marriage,Other Natural and Physical Sciences,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,9,Married in a de facto marriage,"Health, nfd",Unemployed,0,0,0,0,0,0,0,0,0,0,0
Diploma,10,Married in a de facto marriage,Accounting,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Diploma,11,Married in a de facto marriage,Not applicable,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,12,Married in a de facto marriage,Not applicable,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Diploma,13,Married in a de facto marriage,Chemical Sciences,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,14,Married in a de facto marriage,Philosophy and Religious Studies,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Diploma,15,Married in a de facto marriage,Other Engineering and Related Technologies,NILF,0,0,0,0,0,0,0,0,0,0,0
Diploma,16,Married in a de facto marriage,Radiography,NILF,0,0,0,0,0,0,0,0,0,0,0
Diploma,17,Married in a de facto marriage,"Education, nfd",NILF,5,3,9,2,3,7,6,2,7,40,84
Diploma,18,Married in a de facto marriage,Other Health,EmployedFT,2,6,1,10,1,9,2,0,5,32,68
Diploma,19,Married in a de facto marriage,Automotive Engineering and Technology,Unemployed,4,10,0,4,7,3,2,5,3,34,72
Diploma,20,Married in a de facto marriage,Computer Science,EmployedAway,3,5,4,4,2,4,1,3,2,25,53
Diploma,21,Married in a de facto marriage,Geomatic Engineering,EmployedPT,1,5,6,5,9,5,2,0,3,32,68
Diploma,22,Married in a de facto marriage,Civil Engineering,NILF,4,7,9,4,5,3,7,9,8,50,106
Diploma,23,Married in a de facto marriage,Other Health,EmployedPT,1,5,4,3,3,5,6,6,0,30,63
Diploma,24,Married in a de facto marriage,Agriculture,EmployedFT,2,6,4,1,6,0,9,7,8,39,82
Diploma,25,Married in a de facto marriage,Teacher Education,EmployedPT,1,9,1,5,8,8,2,1,8,39,82
Diploma,26,Married in a de facto marriage,Public Health,NILF,3,4,1,9,4,4,4,7,9,41,86
Diploma,27,Married in a de facto marriage,Other Education,NILF,0,7,6,0,9,9,7,8,5,46,97
Diploma,28,Married in a de facto marriage,Optical Science,NILF,2,3,1,9,10,10,3,7,4,44,93
Diploma,29,Married in a de facto marriage,"Management and Commerce, nfd",EmployedPT,1,2,2,5,4,4,2,4,9,30,63
Diploma,30,Married in a de facto marriage,Radiography,EmployedAway,2,9,6,5,6,8,0,4,7,42,89
Diploma,31,Married in a de facto marriage,"Engineering and Related Technologies, nfd",Unemployed,2,0,2,6,2,10,4,0,6,29,61
Diploma,32,Married in a de facto marriage,Complementary Therapies,NILF,2,5,6,8,3,7,4,6,6,42,89
Diploma,33,Married in a de facto marriage,Optical Science,EmployedPT,0,4,5,1,3,0,9,7,2,28,59
Diploma,34,Married in a de facto marriage,Information Systems,NILF,1,2,4,8,3,3,5,8,10,40,84
Diploma,35,Married in a de facto marriage,Public Health,Unemployed,2,3,4,5,7,4,0,1,6,29,61
Diploma,36,Married in a de facto marriage,Business and Management,Unemployed,2,6,10,6,2,4,8,3,9,45,95
Diploma,37,Married in a de facto marriage,Other Natural and Physical Sciences,NILF,2,0,1,3,1,0,8,4,3,20,42
Diploma,38,Married in a de facto marriage,Mathematical Sciences,EmployedPT,1,4,10,9,6,8,2,2,9,46,97
Diploma,39,Married in a de facto marriage,Electrical and Electronic Engineering and Technology,EmployedPT,2,9,10,4,3,10,9,7,1,50,105
Diploma,40,Married in a de facto marriage,Medical Studies,EmployedAway,1,9,10,8,2,6,3,3,4,41,87
Diploma,41,Married in a de facto marriage,Veterinary Studies,Unemployed,0,0,5,4,1,9,0,10,1,27,57
Diploma,42,Married in a de facto marriage,Public Health,NILF,0,4,4,8,9,1,0,4,4,31,65
Diploma,43,Married in a de facto marriage,Automotive Engineering and Technology,EmployedPT,1,5,10,3,7,3,3,4,1,33,70
Diploma,44,Married in a de facto marriage,Mathematical Sciences,EmployedAway,1,3,9,4,2,7,4,2,3,32,67
Diploma,45,Married in a de facto marriage,Accounting,EmployedFT,1,9,7,8,2,2,3,2,6,36,76
Diploma,46,Married in a de facto marriage,Mathematical Sciences,EmployedFT,2,10,0,1,9,3,7,5,2,35,74
Diploma,47,Married in a de facto marriage,Earth Sciences,EmployedFT,1,6,1,8,8,9,2,8,0,39,82
Diploma,48,Married in a de facto marriage,Philosophy and Religious Studies,NILF,0,6,10,5,9,6,0,6,1,39,82
Diploma,49,Married in a de facto marriage,Other Information Technology,EmployedFT,0,7,10,8,5,3,5,7,7,47,99
Diploma,50,Married in a de facto marriage,"Engineering and Related Technologies, nfd",Unemployed,0,4,3,3,9,3,8,6,0,32,68
Diploma,51,Married in a de facto marriage,Performing Arts,Unemployed,2,1,2,7,2,1,5,6,9,32,67
Diploma,52,Married in a de facto marriage,Architecture,Unemployed,1,2,3,2,9,3,2,5,5,29,61
Diploma,53,Married in a de facto marriage,Teacher Education,EmployedFT,1,0,7,10,7,10,4,3,9,46,97
Diploma,54,Married in a de facto marriage,Other Information Technology,NILF,2,3,8,6,9,4,4,8,7,46,97
Diploma,55,Married in a de facto marriage,Medical Studies,EmployedAway,2,4,7,9,3,3,6,4,3,37,78
Diploma,56,Married in a de facto marriage,Agriculture,NILF,2,2,3,3,4,7,9,10,3,39,82
Diploma,57,Married in a de facto marriage,Mechanical and Industrial Engineering and Technology,NILF,2,1,1,5,5,8,8,1,6,33,70
Diploma,58,Married in a de facto marriage,"Health, nfd",EmployedFT,1,6,3,3,1,9,0,3,1,24,51
Diploma,59,Married in a de facto marriage,Medical Studies,NILF,1,5,2,7,4,9,3,6,7,40,84
Diploma,60,Married in a de facto marriage,Performing Arts,EmployedPT,1,2,3,2,0,9,4,10,5,32,68
Diploma,61,Married in a de facto marriage,Optical Science,EmployedPT,0,10,3,4,8,7,1,8,6,42,89
Diploma,62,Married in a de facto marriage,Chemical Sciences,EmployedPT,1,1,1,8,4,1,2,6,6,27,57
Diploma,63,Married in a de facto marriage,"Health, nfd",EmployedAway,1,2,9,4,6,8,3,3,9,41,86
Diploma,64,Married in a de facto marriage,Law,EmployedAway,1,7,3,6,3,6,5,2,7,36,76
Diploma,65,Married in a de facto marriage,Process and Resources Engineering,EmployedPT,0,5,9,4,5,2,5,4,1,32,67
Diploma,66,Married in a de facto marriage,"Creative Arts, nfd",Unemployed,1,10,4,9,10,1,5,6,0,41,87
Diploma,67,Married in a de facto marriage,Aerospace Engineering and Technology,EmployedAway,1,9,3,8,8,5,4,7,8,48,101
Diploma,68,Married in a de facto marriage,"Management and Commerce, nfd",NILF,1,10,2,3,6,4,4,3,9,38,80
Diploma,69,Married in a de facto marriage,Other Education,NILF,1,10,3,9,3,4,2,3,8,39,82
Diploma,70,Married in a de facto marriage,Biological Sciences,NILF,1,6,6,4,3,9,8,9,8,49,103
Diploma,71,Married in a de facto marriage,Maritime Engineering and Technology,NILF,0,5,1,7,0,5,8,1,6,30,63
Diploma,72,Married in a de facto marriage,Agriculture,EmployedAway,1,10,8,8,3,8,7,6,0,46,97
Diploma,73,Married in a de facto marriage,Information Systems,NILF,0,8,6,6,10,0,7,1,5,39,82
Diploma,74,Married in a de facto marriage,"Engineering and Related Technologies, nfd",EmployedPT,0,3,4,9,8,5,5,10,3,42,89
Diploma,75,Married in a de facto marriage,"Management and Commerce, nfd",EmployedAway,1,1,6,3,1,2,1,4,3,20,42
Diploma,76,Married in a de facto marriage,Other Engineering and Related Technologies,EmployedFT,1,4,2,8,3,2,1,3,7,28,59
Diploma,77,Married in a de facto marriage,"Management and Commerce, nfd",EmployedPT,0,4,2,3,9,8,8,3,8,41,86
Diploma,78,Married in a de facto marriage,Chemical Sciences,EmployedAway,0,6,4,6,9,7,3,8,5,43,91
Diploma,79,Married in a de facto marriage,Curriculum and Education Studies,Unemployed,1,4,5,8,5,9,9,7,9,51,108
Diploma,80,Married in a de facto marriage,Business and Management,EmployedFT,1,8,6,3,4,9,9,8,4,47,99
Diploma,81,Married in a de facto marriage,Maritime Engineering and Technology,NILF,0,4,4,5,9,8,0,8,9,42,89
Diploma,82,Married in a de facto marriage,Physics and Astronomy,EmployedPT,1,5,10,10,8,1,3,8,6,47,99
Diploma,83,Married in a de facto marriage,Earth Sciences,EmployedFT,1,7,1,10,2,7,6,5,5,40,84
Diploma,84,Married in a de facto marriage,"Management and Commerce, nfd",EmployedAway,0,8,5,4,2,2,8,3,5,33,70
Diploma,85,Married in a de facto marriage,Studies in Human Society,Unemployed,0,2,7,9,7,0,4,9,10,43,91
Diploma,86,Married in a de facto marriage,"Information Technology, nfd",NILF,0,3,1,3,5,4,6,3,9,31,65
Diploma,87,Married in a de facto marriage,Electrical and Electronic Engineering and Technology,Unemployed,1,2,0,5,2,4,10,0,2,23,49
Diploma,88,Married in a de facto marriage,Dental Studies,EmployedPT,1,3,1,10,2,9,1,1,8,32,68
Diploma,89,Married in a de facto marriage,Electrical and Electronic Engineering and Technology,EmployedAway,1,8,5,5,3,5,3,10,0,36,76
Diploma,90,Married in a de facto marriage,Process and Resources Engineering,NILF,1,8,9,5,8,3,6,7,3,45,95
Diploma,91,Married in a de facto marriage,Electrical and Electronic Engineering and Technology,EmployedPT,0,2,2,2,9,7,7,2,9,36,76
Diploma,92,Married in a de facto marriage,Philosophy and Religious Studies,EmployedAway,0,8,2,8,6,3,3,7,7,40,84
Diploma,93,Married in a de facto marriage,Studies in Human Society,EmployedFT,0,6,4,10,5,2,6,9,7,44,93
Diploma,94,Married in a de facto marriage,Mechanical and Industrial Engineering and Technology,EmployedFT,0,1,0,9,3,6,4,3,1,24,51
Diploma,95,Married in a de facto marriage,Communication and Media Studies,Unemployed,1,10,9,5,5,8,2,6,8,49,103
Diploma,96,Married in a de facto marriage,"Information Technology, nfd",Unemployed,0,10,7,2,3,9,6,4,8,44,93
Diploma,97,Married in a de facto marriage,Biological Sciences,Unemployed,1,9,5,5,2,7,7,10,8,49,103
Diploma,98,Married in a de facto marriage,Language and Literature,EmployedPT,0,4,6,1,8,5,6,1,8,35,74
Diploma,99,Married in a de facto marriage,Pharmacy,NILF,1,9,9,1,6,0,5,0,0,28,59
Diploma,100,Married in a de facto marriage,Agriculture,EmployedFT,1,4,8,3,1,8,4,7,8,40,84
Diploma,101,Married in a de facto marriage,Curriculum and Education Studies,Unemployed,1,2,9,6,7,7,5,9,4,45,95
Diploma,102,Married in a de facto marriage,Geomatic Engineering,EmployedAway,1,3,5,6,4,6,2,5,9,37,78
Diploma,103,Married in a de facto marriage,Optical Science,EmployedFT,1,0,4,9,1,7,2,6,3,30,63
Diploma,104,Married in a de facto marriage,Chemical Sciences,EmployedAway,1,4,9,7,0,8,3,8,1,37,78
Diploma,105,Married in a de facto marriage,Language and Literature,EmployedFT,0,0,9,4,8,7,9,6,7,45,95
Bachelor,0,Not married,Curriculum and Education Studies,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,1,Not married,Accounting,NILF,0,0,0,0,0,0,0,0,0,0,0
Bachelor,2,Not married,Philosophy and Religious Studies,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,3,Not married,"Information Technology, nfd",Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,4,Not married,Public Health,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,5,Not married,Not applicable,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,6,Not married,Computer Science,NILF,0,0,0,0,0,0,0,0,0,0,0
Bachelor,7,Not married,Other Management and Commerce,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,8,Not married,Teacher Education,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,9,Not married,Nursing,NILF,0,0,0,0,0,0,0,0,0,0,0
Bachelor,10,Not married,Accounting,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,11,Not married,Nursing,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,12,Not married,Other Engineering and Related Technologies,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,13,Not married,Other Health,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,14,Not married,Other Information Technology,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,15,Not married,Radiography,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,16,Not married,Physics and Astronomy,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,17,Not married,Performing Arts,NILF,1,0,2,5,9,5,9,7,5,39,82
Bachelor,18,Not married,Complementary Therapies,EmployedPT,4,7,4,5,7,4,3,7,9,45,95
Bachelor,19,Not married,Visual Arts and Crafts,Unemployed,2,5,5,5,4,4,4,2,3,31,65
Bachelor,20,Not married,Visual Arts and Crafts,EmployedPT,1,4,5,8,9,3,6,7,4,42,89
Bachelor,21,Not married,Medical Studies,EmployedFT,3,1,1,1,8,3,6,3,6,29,61
Bachelor,22,Not married,Other Engineering and Related Technologies,EmployedFT,1,4,7,3,4,10,4,9,6,43,91
Bachelor,23,Not married,Civil Engineering,EmployedFT,1,10,7,4,1,4,1,3,6,33,70
Bachelor,24,Not married,Communication and Media Studies,EmployedPT,2,7,4,1,1,9,5,2,7,34,72
Bachelor,25,Not married,Computer Science,EmployedPT,3,3,10,1,9,3,9,4,4,41,87
Bachelor,26,Not married,Optical Science,EmployedAway,1,9,1,10,9,3,10,0,4,42,89
