AGEP Age,MDCP Social Marital Status,OCC06P Occupation 06 (ANZSCO),None,One,Two,Three,Four,Five,Six or more,Not applicable,Total
11,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0
11,Not married,Managers,0,0,0,0,0,0,0,0,0
11,Not married,Professionals,0,0,0,0,0,0,0,0,0
11,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
11,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
11,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
11,Not married,Sales Workers,0,0,0,0,0,0,0,0,0
11,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
11,Not married,Labourers,0,0,0,0,0,0,0,0,0
11,Not married,Inadequately described,0,0,0,0,0,0,0,0,0
11,Not married,Not stated,0,0,0,0,0,0,0,0,0
11,Not married,Not applicable,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0
12,Not married,Managers,0,0,0,0,0,0,0,0,0
12,Not married,Professionals,0,0,0,0,0,0,0,0,0
12,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
12,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
12,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
12,Not married,Sales Workers,0,0,0,0,0,0,0,0,0
12,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
12,Not married,Labourers,0,0,0,0,0,0,0,0,0
12,Not married,Inadequately described,0,0,0,0,0,0,0,0,0
12,Not married,Not stated,0,0,0,0,0,0,0,0,0
12,Not married,Not applicable,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0
13,Not married,Managers,0,0,0,0,0,0,0,0,0
13,Not married,Professionals,0,0,0,0,0,0,0,0,0
13,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
13,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
13,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
13,Not married,Sales Workers,0,0,0,0,0,0,0,0,0
13,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
13,Not married,Labourers,0,0,0,0,0,0,0,0,0
13,Not married,Inadequately described,0,0,0,0,0,0,0,0,0
13,Not married,Not stated,0,0,0,0,0,0,0,0,0
13,Not married,Not applicable,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0
14,Not married,Managers,0,0,0,0,0,0,0,0,0
14,Not married,Professionals,0,0,0,0,0,0,0,0,0
14,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
14,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
14,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
14,Not married,Sales Workers,0,0,0,0,0,0,0,0,0
14,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
14,Not married,Labourers,0,0,0,0,0,0,0,0,0
14,Not married,Inadequately described,0,0,0,0,0,0,0,0,0
14,Not married,Not stated,0,0,0,0,0,0,0,0,0
14,Not married,Not applicable,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Clerical and Administrative Workers,3,0,0,0,0,0,0,0,3
15,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Not applicable,0,0,3,0,0,0,0,4,9
15,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0
15,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0
15,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
15,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
15,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
15,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0
15,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
15,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,3
15,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
15,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
15,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0
15,Not married,Managers,6,0,0,0,0,0,0,7,13
15,Not married,Professionals,3,0,0,0,0,0,0,5,10
15,Not married,Technicians and Trades Workers,5,0,0,0,0,0,0,25,29
15,Not married,Community and Personal Service Workers,13,0,0,0,0,0,0,7,18
15,Not married,Clerical and Administrative Workers,21,0,0,0,0,0,0,5,27
15,Not married,Sales Workers,16,0,0,0,0,0,0,16,32
15,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,16,16
15,Not married,Labourers,9,0,0,0,0,0,0,24,32
15,Not married,Inadequately described,0,0,0,0,0,0,0,4,8
15,Not married,Not stated,3,0,0,0,0,0,0,6,9
15,Not married,Not applicable,32,0,3,0,0,0,0,42,71
16,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0
16,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0
16,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
16,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
16,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
16,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0
16,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
16,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0
16,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0
16,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
16,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,5
16,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0
16,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0
16,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,3
16,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
16,Married in a de facto marriage,Clerical and Administrative Workers,3,0,0,0,0,0,0,0,3
16,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,3
16,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
16,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0
16,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
16,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
16,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,3
16,Not married,Managers,6,0,0,0,0,0,0,15,19
16,Not married,Professionals,10,0,0,0,0,0,0,5,10
16,Not married,Technicians and Trades Workers,12,0,0,0,0,0,0,50,58
16,Not married,Community and Personal Service Workers,19,0,0,0,0,0,0,14,32
16,Not married,Clerical and Administrative Workers,31,0,0,0,0,0,0,6,34
16,Not married,Sales Workers,39,0,0,0,0,0,0,29,68
16,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,17,21
16,Not married,Labourers,6,0,0,0,0,0,0,50,53
16,Not married,Inadequately described,3,0,0,0,0,0,0,3,8
16,Not married,Not stated,3,0,0,0,0,0,0,9,10
16,Not married,Not applicable,73,3,4,3,0,0,0,96,183
17,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0
17,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0
17,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0
17,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0
17,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0
17,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0
17,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
17,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0
17,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0
17,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
17,Married in a registered marriage,Not applicable,4,0,0,0,0,0,0,3,12
17,Married in a de facto marriage,Managers,3,0,0,0,0,0,0,0,3
17,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,4
17,Married in a de facto marriage,Technicians and Trades Workers,5,0,0,0,0,0,0,0,5
17,Married in a de facto marriage,Community and Personal Service Workers,9,0,0,0,0,0,0,0,9
17,Married in a de facto marriage,Clerical and Administrative Workers,16,0,0,0,0,0,0,0,17
17,Married in a de facto marriage,Sales Workers,21,0,0,0,0,0,0,3,23
17,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
17,Married in a de facto marriage,Labourers,11,0,0,0,0,0,0,4,16
17,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
17,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
17,Married in a de facto marriage,Not applicable,13,10,0,0,0,0,0,3,21
17,Not married,Managers,59,0,0,0,0,0,0,56,118
17,Not married,Professionals,36,0,0,0,0,0,0,40,80
17,Not married,Technicians and Trades Workers,98,0,0,0,0,0,0,858,956
17,Not married,Community and Personal Service Workers,388,0,0,0,0,0,0,93,483
17,Not married,Clerical and Administrative Workers,686,0,0,3,0,0,0,111,808
17,Not married,Sales Workers,993,0,0,0,0,0,0,453,1445
17,Not married,Machinery Operators And Drivers,20,0,0,0,0,0,0,193,215
17,Not married,Labourers,254,0,0,0,0,0,0,821,1079
17,Not married,Inadequately described,15,0,0,0,0,0,0,19,36
17,Not married,Not stated,36,0,0,0,0,0,0,26,59
17,Not married,Not applicable,499,21,4,0,0,0,0,691,1222
18,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,3
18,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,3
18,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,3,3
18,Married in a registered marriage,Community and Personal Service Workers,7,0,0,0,0,0,0,0,7
18,Married in a registered marriage,Clerical and Administrative Workers,11,0,0,0,0,0,0,0,10
18,Married in a registered marriage,Sales Workers,8,0,0,0,0,0,0,3,11
18,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0
18,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0
18,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0
18,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0
18,Married in a registered marriage,Not applicable,16,13,4,0,0,0,0,5,32
18,Married in a de facto marriage,Managers,15,0,0,0,0,0,0,4,25
18,Married in a de facto marriage,Professionals,18,0,0,0,0,0,0,4,18
18,Married in a de facto marriage,Technicians and Trades Workers,18,0,0,0,0,0,0,37,62
18,Married in a de facto marriage,Community and Personal Service Workers,97,3,0,0,0,0,0,7,105
18,Married in a de facto marriage,Clerical and Administrative Workers,160,3,0,0,0,0,0,9,175
18,Married in a de facto marriage,Sales Workers,204,6,0,0,0,0,0,26,235
18,Married in a de facto marriage,Machinery Operators And Drivers,11,0,0,0,0,0,0,19,24
18,Married in a de facto marriage,Labourers,69,3,0,0,0,0,0,55,123
18,Married in a de facto marriage,Inadequately described,8,0,0,0,0,0,0,0,4
18,Married in a de facto marriage,Not stated,3,0,0,0,0,0,0,0,5
18,Married in a de facto marriage,Not applicable,129,78,4,0,0,0,0,24,237
18,Not married,Managers,344,0,0,0,0,0,0,411,753
18,Not married,Professionals,229,0,0,3,0,0,0,284,521
18,Not married,Technicians and Trades Workers,452,0,0,0,0,0,0,3833,4284
18,Not married,Community and Personal Service Workers,2525,5,0,0,0,0,0,1001,3529
18,Not married,Clerical and Administrative Workers,3582,11,3,0,0,0,0,860,4450
18,Not married,Sales Workers,5577,17,3,0,0,0,0,2779,8368
18,Not married,Machinery Operators And Drivers,125,0,0,0,0,0,0,1276,1403
18,Not married,Labourers,1226,0,0,0,0,0,0,4283,5515
18,Not married,Inadequately described,72,0,0,0,0,0,0,126,206
18,Not married,Not stated,123,0,0,0,0,0,0,157,285
18,Not married,Not applicable,2655,114,0,0,0,0,0,3876,6644
19,Married in a registered marriage,Managers,3,0,0,0,0,0,0,0,3
19,Married in a registered marriage,Professionals,4,0,0,0,0,0,0,0,5
19,Married in a registered marriage,Technicians and Trades Workers,4,0,0,0,0,0,0,8,12
19,Married in a registered marriage,Community and Personal Service Workers,6,0,0,0,0,0,0,4,12
19,Married in a registered marriage,Clerical and Administrative Workers,21,3,0,0,0,0,0,4,31
19,Married in a registered marriage,Sales Workers,24,3,0,0,0,0,0,3,35
19,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,3,3
19,Married in a registered marriage,Labourers,14,0,0,0,0,0,0,9,19
19,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0
19,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,3
19,Married in a registered marriage,Not applicable,43,65,7,3,0,0,0,9,134
19,Married in a de facto marriage,Managers,77,0,0,0,0,0,0,20,103
19,Married in a de facto marriage,Professionals,36,0,0,0,0,0,0,12,51
19,Married in a de facto marriage,Technicians and Trades Workers,59,0,0,0,0,0,0,132,193
19,Married in a de facto marriage,Community and Personal Service Workers,208,7,0,0,0,0,0,29,238
19,Married in a de facto marriage,Clerical and Administrative Workers,418,7,4,0,0,0,0,30,460
19,Married in a de facto marriage,Sales Workers,403,23,0,0,0,0,0,65,491
19,Married in a de facto marriage,Machinery Operators And Drivers,16,3,0,0,0,0,0,53,68
19,Married in a de facto marriage,Labourers,138,9,0,0,0,0,0,129,282
19,Married in a de facto marriage,Inadequately described,5,0,0,0,0,0,0,3,10
19,Married in a de facto marriage,Not stated,4,0,0,0,0,0,0,3,8
19,Married in a de facto marriage,Not applicable,203,220,17,0,0,0,0,67,515
19,Not married,Managers,532,0,0,0,0,0,0,678,1211
19,Not married,Professionals,325,3,0,0,0,0,0,454,787
19,Not married,Technicians and Trades Workers,598,4,0,0,0,0,0,4648,5250
19,Not married,Community and Personal Service Workers,2485,10,0,0,0,0,0,1338,3831
19,Not married,Clerical and Administrative Workers,4118,16,3,0,0,0,0,1214,5355
19,Not married,Sales Workers,4630,18,3,0,0,0,0,3005,7659
19,Not married,Machinery Operators And Drivers,182,0,0,0,0,0,0,1707,1889
19,Not married,Labourers,1197,12,3,0,0,0,0,4545,5757
19,Not married,Inadequately described,87,0,0,0,0,0,0,141,231
19,Not married,Not stated,107,0,0,0,0,0,0,193,296
19,Not married,Not applicable,2535,243,24,0,0,0,0,4071,6875
20,Married in a registered marriage,Managers,19,4,0,0,0,0,0,7,28
20,Married in a registered marriage,Professionals,8,4,0,0,0,0,0,4,11
20,Married in a registered marriage,Technicians and Trades Workers,3,5,0,0,0,0,0,39,48
