AGEP Age in Single Years,MDCP Social Marital Status,OCCP Occupation,No children,1 child,2 children,3 children,4 children,5 children,6 children,7 children,8 children,Not applicable,Total
10,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
10,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
10,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
10,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
10,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
10,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
10,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
10,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
10,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
10,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
10,Not married,Managers,0,0,0,0,0,0,0,0,0,0,0
10,Not married,Professionals,0,0,0,0,0,0,0,0,0,0,0
10,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
10,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
10,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
10,Not married,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
10,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
10,Not married,Labourers,0,0,0,0,0,0,0,0,0,0,0
10,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
10,Not married,Not stated,0,0,0,0,0,0,0,0,0,0,0
10,Not married,Not applicable,0,0,0,0,0,0,0,0,0,0,0
11,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
11,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
11,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
11,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
11,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
11,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
11,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
11,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
11,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
11,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
11,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
11,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
11,Not married,Managers,0,0,0,0,0,0,0,0,0,0,0
11,Not married,Professionals,0,0,0,0,0,0,0,0,0,0,0
11,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
11,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
11,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
11,Not married,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
11,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
11,Not married,Labourers,0,0,0,0,0,0,0,0,0,0,0
11,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
11,Not married,Not stated,0,0,0,0,0,0,0,0,0,0,0
11,Not married,Not applicable,0,0,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
12,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
12,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
12,Not married,Managers,0,0,0,0,0,0,0,0,0,0,0
12,Not married,Professionals,0,0,0,0,0,0,0,0,0,0,0
12,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
12,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
12,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
12,Not married,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
12,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
12,Not married,Labourers,0,0,0,0,0,0,0,0,0,0,0
12,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
12,Not married,Not stated,0,0,0,0,0,0,0,0,0,0,0
12,Not married,Not applicable,0,0,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
13,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
13,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
13,Not married,Managers,0,0,0,0,0,0,0,0,0,0,0
13,Not married,Professionals,0,0,0,0,0,0,0,0,0,0,0
13,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
13,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
13,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
13,Not married,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
13,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
13,Not married,Labourers,0,0,0,0,0,0,0,0,0,0,0
13,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
13,Not married,Not stated,0,0,0,0,0,0,0,0,0,0,0
13,Not married,Not applicable,0,0,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
14,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
14,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
14,Not married,Managers,0,0,0,0,0,0,0,0,0,0,0
14,Not married,Professionals,0,0,0,0,0,0,0,0,0,0,0
14,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
14,Not married,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
14,Not married,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
14,Not married,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
14,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
14,Not married,Labourers,0,0,0,0,0,0,0,0,0,0,0
14,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
14,Not married,Not stated,0,0,0,0,0,0,0,0,0,0,0
14,Not married,Not applicable,0,0,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
15,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,3
15,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0,3,3
15,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
15,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
15,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
15,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
15,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
15,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
15,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
15,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
15,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
15,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
15,Not married,Managers,3,0,0,0,0,0,0,0,0,5,10
15,Not married,Professionals,0,0,0,0,0,0,0,0,0,0,3
15,Not married,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,22,23
15,Not married,Community and Personal Service Workers,6,0,0,0,0,0,0,0,0,7,11
15,Not married,Clerical and Administrative Workers,14,0,0,0,0,0,0,0,0,7,17
15,Not married,Sales Workers,15,0,0,0,0,0,0,0,0,14,34
15,Not married,Machinery Operators And Drivers,3,0,0,0,0,0,0,0,0,12,14
15,Not married,Labourers,3,0,0,0,0,0,0,0,0,31,32
15,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,4,6
15,Not married,Not stated,4,0,0,0,0,0,0,0,0,3,3
15,Not married,Not applicable,23,4,0,0,0,0,0,0,0,52,84
16,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
16,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
16,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
16,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
16,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
16,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
16,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
16,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
16,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
16,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
16,Married in a registered marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
16,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
16,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
16,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
16,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
16,Married in a de facto marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
16,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
16,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
16,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
16,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
16,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
16,Married in a de facto marriage,Not applicable,0,0,0,0,0,0,0,0,0,0,0
16,Not married,Managers,4,0,0,0,0,0,0,0,0,7,6
16,Not married,Professionals,0,0,0,0,0,0,0,0,0,7,10
16,Not married,Technicians and Trades Workers,3,0,0,0,0,0,0,0,0,38,44
16,Not married,Community and Personal Service Workers,29,0,0,0,0,0,0,0,0,7,37
16,Not married,Clerical and Administrative Workers,18,0,0,0,0,0,0,0,0,5,27
16,Not married,Sales Workers,37,0,0,0,0,0,0,0,0,19,58
16,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,7,11
16,Not married,Labourers,12,0,0,0,0,0,0,0,0,33,45
16,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
16,Not married,Not stated,7,0,0,0,0,0,0,0,0,5,10
16,Not married,Not applicable,81,7,3,0,0,0,0,0,0,117,216
17,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
17,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
17,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,0,0
17,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,0,0
17,Married in a registered marriage,Clerical and Administrative Workers,0,0,0,0,0,0,0,0,0,0,0
17,Married in a registered marriage,Sales Workers,0,0,0,0,0,0,0,0,0,0,0
17,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,0
17,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0,0,0
17,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
17,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
17,Married in a registered marriage,Not applicable,3,0,0,0,0,0,0,0,0,0,9
17,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0,0,4
17,Married in a de facto marriage,Professionals,3,0,0,0,0,0,0,0,0,0,3
17,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,3,3
17,Married in a de facto marriage,Community and Personal Service Workers,14,0,0,0,0,0,0,0,0,0,14
17,Married in a de facto marriage,Clerical and Administrative Workers,15,0,0,0,0,0,0,0,0,0,15
17,Married in a de facto marriage,Sales Workers,19,0,0,0,0,0,0,0,0,5,29
17,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,5,4
17,Married in a de facto marriage,Labourers,5,0,0,0,0,0,0,0,0,3,7
17,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
17,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
17,Married in a de facto marriage,Not applicable,26,5,0,0,0,0,0,0,0,10,33
17,Not married,Managers,40,0,0,0,0,0,0,0,0,49,94
17,Not married,Professionals,28,0,0,0,0,0,0,0,0,38,70
17,Not married,Technicians and Trades Workers,112,0,0,0,0,0,0,0,0,705,817
17,Not married,Community and Personal Service Workers,401,0,0,0,0,0,0,0,0,127,526
17,Not married,Clerical and Administrative Workers,502,0,0,0,0,0,0,0,0,79,581
17,Not married,Sales Workers,986,0,0,0,0,0,0,0,0,449,1441
17,Not married,Machinery Operators And Drivers,22,0,0,0,0,0,0,0,0,181,198
17,Not married,Labourers,198,0,0,0,0,0,0,0,0,741,943
17,Not married,Inadequately described,12,0,0,0,0,0,0,0,0,14,24
17,Not married,Not stated,23,0,0,0,0,0,0,0,0,18,42
17,Not married,Not applicable,708,23,0,0,0,0,0,0,0,996,1728
18,Married in a registered marriage,Managers,0,0,0,0,0,0,0,0,0,0,0
18,Married in a registered marriage,Professionals,0,0,0,0,0,0,0,0,0,0,0
18,Married in a registered marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,6,4
18,Married in a registered marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,3,3
18,Married in a registered marriage,Clerical and Administrative Workers,5,0,0,0,0,0,0,0,0,0,9
18,Married in a registered marriage,Sales Workers,6,0,0,0,0,0,0,0,0,0,7
18,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,0,3
18,Married in a registered marriage,Labourers,0,0,0,0,0,0,0,0,0,3,0
18,Married in a registered marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
18,Married in a registered marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
18,Married in a registered marriage,Not applicable,22,11,3,0,0,0,0,0,0,3,37
18,Married in a de facto marriage,Managers,9,0,0,0,0,0,0,0,0,8,18
18,Married in a de facto marriage,Professionals,19,0,0,0,0,0,0,0,0,7,26
18,Married in a de facto marriage,Technicians and Trades Workers,20,0,0,0,0,0,0,0,0,53,69
18,Married in a de facto marriage,Community and Personal Service Workers,101,6,0,0,0,0,0,0,0,14,119
18,Married in a de facto marriage,Clerical and Administrative Workers,105,0,0,0,0,0,0,0,0,9,115
18,Married in a de facto marriage,Sales Workers,149,6,0,0,0,0,0,0,0,25,187
18,Married in a de facto marriage,Machinery Operators And Drivers,12,0,0,0,0,0,0,0,0,17,27
18,Married in a de facto marriage,Labourers,49,3,0,0,0,0,0,0,0,50,104
18,Married in a de facto marriage,Inadequately described,5,0,0,0,0,0,0,0,0,0,7
18,Married in a de facto marriage,Not stated,3,0,0,0,0,0,0,0,0,0,3
18,Married in a de facto marriage,Not applicable,121,59,3,0,0,0,0,0,0,50,232
18,Not married,Managers,252,0,0,0,0,0,0,0,0,368,618
18,Not married,Professionals,225,0,0,0,0,0,0,0,0,232,455
18,Not married,Technicians and Trades Workers,488,0,0,0,0,0,0,0,0,3530,4020
18,Not married,Community and Personal Service Workers,2693,8,0,0,0,0,0,0,0,1148,3856
18,Not married,Clerical and Administrative Workers,2917,3,0,0,0,0,0,0,0,657,3582
18,Not married,Sales Workers,5074,10,3,0,0,0,0,0,0,2784,7867
18,Not married,Machinery Operators And Drivers,118,0,0,0,0,0,0,0,0,1118,1240
18,Not married,Labourers,1149,3,3,0,0,0,0,0,0,4040,5197
18,Not married,Inadequately described,64,0,0,0,0,0,0,0,0,78,146
18,Not married,Not stated,124,0,0,0,0,0,0,0,0,136,257
18,Not married,Not applicable,3307,118,9,0,0,0,0,0,0,5075,8512
19,Married in a registered marriage,Managers,4,0,0,0,0,0,0,0,0,0,7
